start,length,user_id
427691,14922,21
427837,51378,12
427854,52249,12
427869,54359,12
427882,52514,12
427893,54637,12
427904,54040,12
428152,946,51
428168,7724,18
428503,32448,6
428508,64845,19
428540,7320,19
428883,52476,5
428901,56926,5
428908,45103,5
428930,44888,5
428935,50773,5
429072,6580,46
429119,46473,6
429133,86,34
429282,44576,46
429297,13562,46
429346,42,25
429479,2038,27
429836,52,9
430141,70,28
430224,44540,17
430261,57597,17
430496,50795,17
430542,51445,17
430572,51188,17
430627,46971,17
430678,41011,17
430724,36577,17
430753,18350,17
430774,12334,17
430823,79,15
430931,41011,17
431142,3340,17
431177,7685,17
431292,1480,26
431869,119,40
431949,427,45
432043,85,54
432085,13227,52
432124,33778,23
432236,7711,7
432340,10489,7
432423,267,11
432442,3442,14
432469,127,14
433054,15462,50
433602,23700,22
433631,9574,55
433710,64838,55
434995,10035,57
435084,41,25
436284,41,25
436339,41,25
436496,41,25
436554,46,25
436712,58,45
436731,42,25
436968,14622,42
437079,7417,53
437417,50,31
437471,36240,76
437481,1348,8
437505,5903,8
437526,6027,8
437549,341,32
437919,54,54
437930,56,31
438155,690,51
438234,38302,63
438298,56,31
438514,1293,45
439999,18149,24
440135,10840,34
440179,36500,24
440460,42,62
441025,68,31
441149,32,45
441417,1874,10
441654,11898,33
443718,507,56
444990,474,56
445693,70,31
446090,94,56
446339,341,31
446924,213,40
447050,341,31
447165,34652,35
448197,16133,37
448245,1858,10
448496,1482,31
448502,1678,31
448509,2179,31
448514,2857,31
448523,3948,31
448530,4977,31
448546,7708,31
448820,2219,29
451205,13926,47
451427,350,48
451815,248,48
452802,567,48
453001,14853,78
453100,543,48
453500,14752,42
454108,42595,64
454848,577,1
455355,1239,45
456055,213,58
456140,1433,58
456227,1432,58
456229,1432,58
456268,42131,64
456274,33224,64
457287,21254,45
458783,41857,7
458874,35826,7
460684,30941,50
461177,1435,58
461603,15247,50
462151,19246,50
463328,40,75
463769,64836,55
463947,64838,46
464676,582,75
466223,28086,46
466333,64838,55
470447,166,36
470555,70,36
470615,687,36
471554,7528,36
473247,13616,47
477081,35789,20
478279,404,20
479147,349,20
479873,23744,71
479958,105,71
480710,2338,20
483479,45,36
483545,50783,20
483725,5879,8
483847,603,36
483858,64840,8
484043,64839,8
485161,148,36
486828,13554,47
487042,50679,19
487960,743,36
488534,4795,10
488838,36012,76
489144,85,72
489150,339,40
489487,1643,27
489627,127,18
489659,80,72
489769,15356,38
489814,10848,18
489819,15346,38
489868,33904,38
490239,338,40
490341,641,56
490379,46,9
490615,52,9
490895,57,9
491056,334,40
491609,376,40
491627,85,27
491950,78,9
492001,1710,51
492044,24468,24
492082,821,27
492131,83,73
492141,5705,8
492346,106,24
492405,24604,22
492423,104,9
492438,404,40
492591,51,27
492637,15689,37
492924,42,27
492948,53,9
493109,587,9
493274,3646,5
493453,44628,5
493498,50938,5
493557,1836,40
493562,57339,5
493640,61766,5
493831,53388,5
493916,7492,13
493953,5517,13
494070,77,66
494071,8285,13
494132,24078,71
494734,4022,29
494833,67,73
494888,14452,10
494916,49214,35
495013,48,27
495212,4963,51
495555,60,73
496017,8557,70
496121,1837,40
496156,78,27
496168,11734,62
496246,58094,24
496330,1570,34
496534,99,14
496970,94,80
497294,3667,5
497707,5115,65
497722,7118,65
498011,335,32
498276,1817,27
498441,85,34
498450,102,34
498800,47,27
498921,4648,27
499211,8103,59
499315,7395,29
499350,1951,48
499604,59302,63
499652,2088,27
499667,44,25
500160,9061,30
500161,9012,30
500163,8460,30
500164,8527,30
500166,8466,30
500167,8839,30
500168,8878,30
500357,13537,47
500581,96,79
501311,1530,31
501317,1554,31
501323,1665,31
501327,1791,31
501330,1766,31
501334,1898,31
501339,1856,31
501354,1885,31
501376,1804,31
501657,2198,31
501664,2199,31
501668,2203,31
501672,2210,31
501677,2280,31
501682,2249,31
501687,2247,31
501692,2258,31
501693,3238,51
501697,2300,31
501741,2351,31
502084,3874,31
502089,3911,31
502095,3845,31
502100,3806,31
502104,3835,31
502109,3821,31
502113,3819,31
502118,3865,31
502122,3872,31
502129,3841,31
502133,3922,31
502138,3984,31
502253,157,27
502538,7539,31
502544,7544,31
502551,7545,31
502556,7522,31
502559,7502,31
502563,7550,31
502570,7557,31
502574,7546,31
502578,7562,31
502582,7523,31
502587,7575,31
502590,7555,31
502595,7531,31
502598,7559,31
502602,7791,31
502606,7671,31
502610,7745,31
502613,58067,46
502615,7823,31
502626,7838,31
502631,7992,31
502779,10226,31
502784,17011,31
502789,25341,31
502796,50134,31
502802,50055,31
503115,2240,73
503123,2204,73
503687,14447,18
503801,583,9
503821,67,67
504116,643,69
504189,84,67
504482,33120,6
505121,431,27
505167,79,67
505238,6560,27
505458,1241,69
505876,55235,17
506207,39,38
506260,41,38
506284,32956,50
506303,50766,12
506405,50287,12
506433,50197,52
506583,4377,23
506700,46,25
506997,82,15
507199,50168,46
508071,5232,65
508089,36,3
508106,4544,70
508874,943,56
508876,82,67
508955,293,27
509017,63,73
509311,386,27
509512,83,67
509594,995,82
509900,146,10
509926,79,34
509963,82,34
510268,53,58
510475,43,68
510672,641,69
511241,13957,62
511372,78,74
511556,45,9
511660,560,34
511764,21657,34
511873,4457,14
511958,43,58
512288,80,67
512480,46417,78
513108,79,15
513325,3772,5
513906,46070,79
514216,21827,21
514672,14448,10
514774,465,27
514931,5650,27
514946,5248,80
515052,3312,17
515160,7708,17
515339,2632,17
515419,3578,10
515672,63,27
515894,14451,10
516036,77,66
516042,69,66
516047,69,66
516049,70,66
516053,73,66
516180,73,66
516183,73,66
516185,70,66
516188,70,66
516212,14168,29
516455,2557,77
516534,36040,17
516581,36136,17
516617,35266,17
516728,36549,24
516840,73,9
517013,338,32
517028,45,68
517138,2054,27
517558,2511,27
518350,42398,83
518508,6555,53
518716,557,69
518759,13587,18
518846,18121,18
518872,470,27
519037,814,58
519040,674,58
521057,7330,65
523466,18795,76
523623,73,73
524557,214,11
524650,76,11
524759,13611,47
527013,139,49
528043,397,27
528134,49,27
528184,181,27
529367,4356,54
529568,1019,58
529609,967,58
529749,823,58
530194,76,72
530869,32258,12
530963,32161,12
531391,240,57
531608,52,72
531633,15781,57
531987,9848,55
531998,31143,55
533184,29940,12
533413,487,27
534689,38,8
534755,35,8
534847,38,8
535273,16206,31
535801,536,37
536645,54,72
537518,1253,31
537795,1261,31
537804,1261,31
537810,1265,31
537836,44,31
537841,49,31
537931,608,31
538573,24546,7
538820,24308,31
540023,21845,84
540029,21244,84
540033,15659,84
540039,9920,84
540043,6526,84
540047,6511,84
540051,6493,84
540055,6473,84
540058,6450,84
540063,6465,84
545181,77,11
545306,116,11
545539,54,96
547032,46,2
547179,58,2
547352,151,2
547369,153,2
547435,161,2
548838,442,2
548848,426,2
548878,422,2
550091,6450,75
554456,1,36
555796,6325,47
563484,1,36
565924,34,23
587212,43246,80
587438,3942,46
587453,50182,46
587465,64837,46
587553,62372,5
587589,3807,5
587616,55006,5
587635,44224,5
587663,56489,5
587750,145,92
588235,7294,55
588246,10788,55
588297,54875,12
588306,54666,12
588317,46,12
588324,54076,12
588344,56386,12
589665,5722,42
589760,30575,6
589837,3694,95
590001,15312,88
590211,57245,12
590231,4094,34
590252,4042,34
590286,761,34
590346,148,38
590397,45398,38
590416,30060,5
590439,45338,38
590737,1254,31
590749,1302,31
590927,7540,31
590952,7550,31
590976,20674,24
591252,47882,5
591506,24433,24
591609,36043,54
591733,649,19
591759,2279,31
591886,2189,31
591937,7630,31
591945,539,115
591986,18833,24
592074,47013,78
592081,558,69
592271,3650,5
592505,1850,34
592837,89,9
593038,64,31
593069,1539,31
593087,1502,31
593271,13170,62
594060,87,85
594363,2012,34
594395,2005,34
594413,2004,34
594447,1977,34
594699,798,76
595132,64837,79
595411,1369,31
595422,1260,31
595541,21918,76
595792,75,15
596274,107,15
596447,219,34
596691,108,53
597270,5702,65
597282,11423,65
597427,13201,3
597638,414,15
597799,5440,34
597834,53959,19
597835,5815,53
597837,5392,34
597860,10211,34
597886,760,34
598071,655,69
598795,186,71
599323,4465,87
599381,604,69
600415,8761,30
600416,10537,30
600418,10513,30
600419,10348,30
600420,8608,30
600422,10500,30
600423,8554,30
600424,8587,30
600426,8649,30
600427,8676,30
600800,579,69
601289,336,93
601332,42531,93
601460,142,15
601477,490,37
601550,641,48
602227,1673,48
602365,345,53
602518,38,86
602869,193,86
603059,2401,48
603630,34362,69
603784,37397,6
603872,52,98
603931,5439,34
604602,47,27
604894,417,27
604931,15931,37
605694,5896,7
605734,7717,86
605959,425,51
606022,2240,27
606316,5402,90
606490,2439,27
606621,5440,34
606631,43981,50
606691,144,49
607008,60,27
607590,72,31
607767,5970,42
608715,13823,88
608739,388,27
608858,43203,46
608882,12951,62
609070,43078,55
609158,40467,55
609224,3632,86
609490,27002,23
609872,69,31
610102,1247,31
610108,79,45
610257,288,27
610268,1326,31
610273,1379,31
610278,1464,31
610282,1512,31
610615,32457,52
610853,5317,27
610865,49876,52
611019,4236,27
611151,65,27
611206,390,27
611385,3048,45
611416,7519,31
611419,7543,31
611427,7585,31
611541,7580,31
611699,2188,31
611705,2158,31
611713,2219,31
611788,1474,31
612383,64838,42
612405,63,27
613004,445,89
613360,79,72
613495,926,2
613511,885,2
613520,929,2
613534,980,2
613696,91,72
613816,39031,55
613876,106,72
613877,81,72
613966,77,72
613996,1434,58
614297,10349,89
614300,10341,89
614304,10592,89
614307,9976,89
614313,10372,89
614319,10367,89
614378,1432,58
614418,1745,26
615129,36,72
615193,53,72
615211,1431,58
615679,18931,57
615757,1436,58
615778,1433,58
615954,51,72
616091,49,72
616783,1435,58
616815,49,72
616828,1438,58
617417,49,72
617647,379,26
618350,59,72
618379,14938,90
618692,30636,90
618784,55474,12
618907,55904,12
618941,48,72
619007,35334,12
619099,53575,12
619194,33565,12
619221,50,72
619856,1854,26
620503,20142,89
620925,77,91
621002,35,91
621110,52,72
621228,335,91
621518,58,72
622764,59,72
623070,53,72
623254,362,72
624021,41,94
624170,41,94
624446,42,94
624625,1702,31
624880,42,94
624931,3650,43
625299,1135,43
625495,1502,42
625730,352,72
627361,49,72
627622,41,72
627976,10834,42
628001,322,72
628980,340,91
628981,948,72
630233,3653,72
631493,63061,64
631504,64836,64
632627,43241,45
635795,19432,36
648125,49963,20
661753,53136,36
662321,64845,63
666037,192,69
666219,3653,5
666262,190,42
666300,30237,5
666585,59,42
666645,54769,5
666680,21973,42
666701,51566,5
666772,61728,5
666993,55376,17
667336,2604,17
667631,42808,5
667632,7368,13
667644,5814,13
667656,6047,13
667728,12968,17
667780,6842,57
667906,13843,17
668193,5450,72
668488,257,92
668679,7394,93
668939,11723,79
669105,3640,17
669360,41352,17
669528,8542,17
669692,37880,17
669826,1440,17
669968,34064,17
670071,2299,17
670230,30303,17
670247,9859,12
670401,9849,12
670574,3890,17
670918,8020,17
671039,16477,17
671231,24408,17
671568,54967,19
672848,15040,37
673090,105,72
674846,940,76
674946,29290,90
675349,439,27
677110,18060,59
677753,5233,46
677893,23803,46
678426,22044,55
678440,57730,55
678456,57080,55
679130,26985,90
679159,4286,14
679435,3442,14
679739,9619,101
679982,47098,101
680816,7270,5
681471,53753,70
682112,272,58
682708,10793,89
682719,10802,89
684742,19075,57
685664,45,58
685844,51555,42
685858,106,43
686162,213,43
688660,9064,83
689769,49585,12
689911,49583,12
690024,49503,12
691755,1850,72
692382,184,99
693213,4941,102
693259,4727,102
694099,234,83
694249,175,99
695547,122,31
695550,1394,31
695555,1438,31
697534,185,31
697719,35765,5
697760,240,31
697829,66,89
697837,44627,31
697902,44,31
698486,1397,31
698933,278,89
699442,43036,89
699460,40755,5
700787,73,72
700977,266,58
701052,169,43
701174,1254,72
701182,1255,72
701369,130,72
702145,82,43
702191,96,43
702893,76,43
703111,1748,72
703995,386,43
704312,121,72
704491,1841,69
704536,284,43
704860,214,43
705247,92,43
705251,1866,72
705504,3639,82
705527,243,43
706291,1003,43
706615,199,43
706632,3928,14
706822,64989,97
707497,34963,12
707563,34903,12
707591,329,72
707592,223,72
707593,155,72
707594,168,72
707637,34799,12
707976,105,72
708292,88,99
708422,161,99
708753,315,72
708754,219,72
708755,174,72
708756,149,72
709187,45,94
709259,33175,57
709692,29261,102
709764,79,94
709790,156,99
710500,64,100
710836,159,99
711314,100,7
711381,3627,7
711891,29260,7
712035,3801,7
712109,29194,7
712222,137,99
712799,142,99
713234,8322,102
713461,150,99
713964,241,40
715252,130,99
715377,27109,7
716518,357,40
717088,324,40
717880,317,40
718298,1101,91
718428,141,99
718791,369,40
719167,313,99
719465,350,40
719913,274,99
720341,346,40
720590,267,99
720881,362,40
721581,279,99
723255,167,40
723657,188,40
724128,182,40
724867,366,40
726304,320,40
727851,335,40
728950,373,40
729489,329,40
730611,342,40
740059,51775,20
747694,2173,43
747719,44610,102
747727,51867,20
747846,14957,90
748033,39525,90
748237,56,36
748273,83,72
748292,2865,43
748405,52,36
748489,109,72
748715,48,36
749091,3211,69
749180,121,72
749275,10839,76
749822,32244,38
750978,330,27
751424,335,27
751663,90,37
751672,51393,19
751765,52873,5
752109,448,27
752134,47418,5
752206,52394,5
752358,35751,5
752429,52207,12
752525,52082,12
752602,52043,12
752669,51936,12
752737,51864,12
752820,51782,12
752943,24063,71
753211,422,27
753430,1208,43
753594,14786,37
753701,50935,57
753771,1418,69
753798,428,27
753987,7729,102
754075,5437,13
754082,5146,13
754089,363,40
754094,5496,13
754334,5958,103
754383,3050,103
754415,450,27
754682,4626,103
754695,71,43
754797,234,43
754928,355,40
754940,121,19
755002,59,27
755119,3567,103
755285,7240,5
755335,188,43
755469,431,27
755857,48748,103
756032,57,27
756236,41,103
756442,4104,8
756549,8072,53
756566,346,53
756573,390,27
756582,2336,53
756778,37829,3
756821,5775,8
756860,52,8
756866,41491,17
756963,8604,17
757065,38632,17
757108,47383,50
757206,1495,17
757258,45915,103
757312,35704,5
757320,33088,17
757404,2284,17
757512,29493,17
757621,3835,17
757745,3815,17
757812,3829,17
757907,8956,17
757918,408,27
757988,7852,17
758069,9942,17
758138,17999,17
758148,44362,103
758231,24130,17
758307,13544,47
758313,24161,17
758347,44256,5
758389,24581,17
758395,45,94
758841,5341,88
759351,25188,23
759527,42550,52
759624,50972,52
759947,1350,69
760555,43,94
760607,159,40
761001,502,82
761103,43499,103
761111,43480,36
761237,171,40
761391,77,108
761456,978,31
761504,10882,94
761604,10841,76
761628,17932,76
761679,137,58
761684,1497,43
761695,156,40
761873,60706,6
761920,42648,31
761960,695,30
761991,135,31
761996,1281,31
762003,1309,31
762016,354,27
762359,38430,103
762379,36247,103
762391,36186,103
762619,474,27
762798,185,92
763227,60891,103
764142,180,40
764442,49,58
764445,3761,7
764528,6181,7
764564,492,53
764639,7381,7
764857,265,40
764935,119,27
764983,113,113
765185,494,53
766041,115,27
766182,43,7
766274,42,58
766312,55,31
766715,84,40
766869,309,40
766871,55,31
766998,8085,13
767010,7975,13
767022,7740,13
767222,490,53
767263,54,31
767488,52,31
767605,55,31
767745,118,27
767998,125,106
768101,10780,89
768114,10782,89
768117,10782,89
768121,10785,89
768134,10784,89
768140,10982,101
768307,10090,43
768603,21647,18
768899,10782,89
769349,454,53
769413,53,31
769549,21347,90
769611,220,40
769835,7167,83
769940,16272,55
769952,25268,55
770443,585,31
770448,576,31
770709,286,40
770796,64836,46
770804,41,58
771004,30506,53
771423,43,58
771741,160,58
772879,4030,30
772911,12730,53
773587,15617,78
773781,5973,13
773791,7089,13
773799,8182,13
774290,13807,47
774369,173,86
774472,52,15
774487,58,15
774593,322,40
774985,533,86
775591,7239,5
775779,535,86
776028,164,37
776491,4060,86
778661,4837,70
778834,2837,18
778854,14006,14
779494,6133,7
780244,26359,109
780423,40,109
782826,82,76
783336,6203,82
784836,336,58
785471,4517,53
785889,2374,31
785929,2404,31
786481,12639,53
786675,42,104
786907,44,104
787075,51,104
787159,13232,94
787275,2181,105
787292,29920,23
787416,14748,14
787502,51,104
787920,50,104
790600,127,7
790720,2990,7
791683,211,7
792537,12074,31
793887,3130,7
794503,64818,102
794738,608,58
794742,861,58
794744,844,58
794747,813,58
795396,51,107
795444,188,107
795701,7252,107
796815,8987,78
796826,12765,78
797533,2162,58
797536,2200,105
797537,993,58
797541,693,58
797792,2245,105
801582,39487,7
816446,11200,42
822637,53,36
822957,43,36
823737,64835,36
828358,54957,38
828397,57679,38
829247,2238,105
834734,14455,107
836780,177,86
837262,168,86
837860,299,86
839248,64843,57
840045,500,86
840111,216,43
840499,7966,43
840647,130,43
841128,49,76
841404,1736,43
841426,21643,76
842215,36152,50
843581,7249,5
844252,47358,5
844502,25725,5
844619,64838,5
845547,44533,5
845555,233,113
845775,939,86
845845,5506,94
845937,940,86
845946,56,110
846039,940,86
846772,120,27
847036,972,86
847137,1394,86
847186,83,27
847232,1486,86
847707,41,27
847751,93,27
848476,91,27
849170,64842,63
850008,55961,12
850088,54999,12
850162,58341,12
850228,55596,12
850287,78,12
850312,52781,12
850389,64836,12
851538,216,111
851868,4819,26
852076,76,114
852653,3580,86
852707,2524,86
852750,2107,86
852783,84,114
853527,184,111
853682,82,114
853816,121,111
853958,32962,23
853977,9815,94
854118,1319,111
854180,171,114
854211,42266,52
854316,58543,38
854665,58,114
854673,3637,69
854730,32442,114
855315,75,112
855581,51,112
855739,7252,5
855934,52,112
856066,1342,111
856435,7345,107
859687,79,112
859951,73,112
860053,144,52
860104,76,112
860171,3258,26
860195,47362,52
860307,75,112
860315,52342,52
860320,93,43
860473,85,43
860612,75,112
860894,113,43
861537,12158,7
862180,50,12
862418,46,12
862428,19758,43
862782,32524,46
863047,15766,55
863062,64837,55
863073,447,27
863163,74,12
863249,63,12
863326,778,12
864025,136,76
864173,50,86
864181,40257,76
864369,7216,86
864614,64837,46
864625,10044,46
864927,785,12
864975,309,43
865625,276,43
865721,2366,86
865838,9740,94
866450,92,69
866798,7255,5
867444,116,69
868156,42343,12
868412,82,69
868451,4694,26
869080,74,69
870530,77,69
872279,501,69
873363,4553,26
873433,4674,86
874862,1421,31
874889,49621,31
874979,1824,31
875017,2230,31
875047,2308,31
875435,15665,31
876264,177,37
876536,133,37
877733,145,37
877952,144,37
878533,171,37
878547,249,105
880516,13650,105
880671,14122,105
880797,123,105
881191,7256,107
882192,240,105
882197,42135,12
882424,54529,19
882827,104,43
882877,15114,14
882901,13724,14
883072,28851,14
883298,12037,14
883448,7252,5
883613,11743,43
883673,12791,105
883786,28850,105
887190,420,5
887737,48285,5
888089,4043,8
888406,5952,8
888467,33727,8
889731,56,11
890041,199,11
890156,59931,5
896700,25209,50
897078,28353,50
913336,6392,107
914819,55127,38
918322,14448,14
918390,176,37
920741,29656,76
920857,99,91
921461,47465,19
921687,7249,107
921863,275,91
922321,44,91
923045,838,91
923229,807,76
923724,64836,101
924122,174,37
924390,10848,105
924446,156,76
924620,24674,76
924706,10849,105
925572,10848,14
925775,46918,5
925875,57157,5
926070,150,113
926089,7620,101
926097,9029,101
926105,10113,101
926116,163,113
926318,7257,5
927347,44,116
927351,43,116
927464,2672,116
927467,2738,116
928493,59,11
928645,266,11
928903,64839,79
929141,181,11
929459,203,11
929928,340,11
930084,2661,116
930086,2844,116
930433,385,27
930764,654,12
931003,298,27
931399,42564,12
931659,276,27
932063,285,27
932262,42289,12
932584,347,27
932584,50205,101
932590,57963,101
932596,26077,101
933349,217,11
933437,273,27
933831,69,11
934035,135,11
934310,3736,30
934312,4353,30
934313,4366,30
934314,4042,30
934316,3682,30
934317,4269,30
934318,4434,30
934320,3985,30
934379,239,27
934672,7256,5
934878,241,27
935111,64843,57
935571,222,27
935861,4330,46
935970,64836,46
936062,4448,30
936133,54128,5
936140,64836,55
936155,17011,55
936159,88,12
937106,7254,107
937165,270,27
937845,266,27
938521,15631,31
938576,250,27
938836,119,106
939419,354,27
940109,1073,7
940608,3625,30
940609,4225,30
940610,692,30
940612,4178,30
940613,4578,30
940615,4843,30
940616,4195,30
940617,4254,30
940619,4036,30
940620,4338,30
940681,3634,7
940751,235,27
941043,123,106
941315,239,27
941571,209,11
941596,53,104
941981,51,104
942128,1568,31
942351,316,7
942516,371,27
942561,7239,5
942870,452,7
942911,22664,114
943306,11102,7
943313,27417,19
943605,78,112
943818,79,112
944057,79,112
944118,2697,17
944205,73,112
944318,86,112
944712,75,112
944834,51,27
944838,15625,7
944839,121,112
944992,98,11
945504,132,11
945564,4414,30
945565,3825,30
945566,4453,30
945568,4323,30
945569,4574,30
945570,4215,30
945572,3856,30
945573,3728,30
945574,3785,30
945576,3989,30
945619,115,112
946197,28266,50
946205,25697,50
946241,64,112
946875,116,112
946900,474,27
947128,114,112
947566,115,112
947792,12434,10
947824,76,27
947866,119,112
948255,66,27
948350,1307,111
948619,118,112
948744,4164,58
948750,64838,46
948763,2192,58
948767,1026,58
948773,600,58
948790,61,11
949008,71,11
949456,501,27
949757,57722,38
949894,63,11
950094,1840,111
950214,7256,5
950270,64090,5
950309,636,27
950356,21650,105
950424,21664,105
950496,21650,14
950554,106,117
950695,21652,14
950936,58,11
951062,640,11
951412,153,117
951564,6284,10
951583,3460,30
951584,3732,30
951586,3666,30
951587,4182,30
951588,3648,30
951590,4108,30
951591,4167,30
951592,3798,30
951594,4282,30
951595,4359,30
951669,582,27
951808,67,10
952653,557,27
952784,3639,111
953701,7001,91
953732,42,27
954121,532,27
955134,44,58
955588,393,58
955778,576,27
955976,268,58
955989,64,110
956313,4144,58
956895,97,27
957569,157,117
957745,474,27
958301,539,27
958966,191,37
958992,2434,7
959833,64837,101
959947,160,37
960609,919,58
960619,4049,117
960628,560,37
960837,43,58
960916,42,7
961034,729,27
961096,50,58
961279,1147,37
961299,219,91
961461,4112,58
961466,2139,58
961703,1091,91
961818,819,27
961985,449,27
962067,3831,7
962130,43,58
962394,726,58
962399,619,58
962732,3077,91
962811,2998,91
963024,3972,58
963108,2061,58
963199,810,27
963347,45,58
963451,2432,7
963566,799,27
963628,7251,107
965323,43295,12
965480,2049,58
965497,1096,58
966166,247,111
966169,199,111
966172,156,111
966175,126,111
966178,133,111
966184,134,111
966188,32272,7
966290,4019,7
966679,4363,91
966934,247,111
967313,2441,111
967472,1840,91
968487,9753,94
968734,82,28
969102,4536,70
969217,4549,70
969317,4524,70
969410,56,28
969440,4520,70
969728,4535,70
969879,956,28
969938,139,111
970044,127,112
970172,115,111
970277,3940,30
970279,4065,30
970280,3528,30
970281,3884,30
970283,4259,30
970284,4252,30
970286,3857,30
970287,3968,30
970288,4087,30
970290,4028,30
971043,3993,30
973091,29211,50
975249,27203,50
975564,173,11
975835,38083,50
979791,59,11
990066,64847,36
1005984,177,91
1006111,6306,10
1007125,676,27
1007299,608,27
1007503,840,86
1007657,4782,86
1007743,763,86
1007873,5465,95
1008356,3497,118
1009746,54147,12
1010159,67,104
1010219,45,5
1010300,64160,5
1010322,31713,109
1010365,44,5
1010563,135,28
1010717,256,7
1010942,7253,5
1011803,59441,101
1012178,1362,69
1012501,64,38
1012876,144,11
1012894,64843,57
1012913,77,104
1012934,247,92
1013063,970,90
1013089,25221,76
1013615,421,27
1013649,14454,10
1013675,364,27
1013733,7257,91
1014011,368,53
1014056,30432,53
1014156,7792,53
1014184,43,87
1014337,63,104
1014429,13836,3
1014686,123,28
1014694,261,7
1014751,3648,69
1015336,251,7
1015456,50106,5
1015476,47402,5
1015519,9079,24
1015520,682,27
1015653,709,27
1015769,13893,7
1015807,1768,86
1015841,1864,86
1016545,113,53
1016676,45583,5
1016721,31448,21
1017077,259,111
1017216,129,28
1017268,3729,5
1017777,4727,87
1018237,113,11
1018304,3637,98
1018656,678,90
1019036,5103,86
1019142,1448,86
1019527,13812,47
1019621,4859,118
1020328,7548,30
1020330,7516,30
1020418,64837,46
1020428,64837,46
1020480,4172,86
1020483,384,32
1020497,3969,86
1020546,103,121
1020938,43705,12
1021624,141,56
1021631,129,56
1021878,1653,56
1021885,1468,56
1022299,1381,56
1022303,1387,56
1022573,757,70
1022625,951,70
1022676,1484,88
1022693,57637,70
1022748,57635,70
1022792,57638,70
1022858,118,56
1022859,125,56
1022997,5480,55
1023123,21644,10
1023265,22652,114
1023344,53,28
1023357,128,56
1023359,131,56
1024059,118,112
1024201,155,49
1025453,7223,7
1025829,4654,70
1025926,7431,7
1026662,8393,13
1026676,7502,13
1026715,6889,13
1026974,4104,26
1027916,307,40
1028713,56,111
1028789,70,111
1028857,69,28
1029500,3263,86
1029519,57768,70
1029667,4820,86
1029685,5116,86
1029729,57710,70
1030415,58039,80
1030634,55008,35
1031544,3387,18
1031669,17310,18
1032047,6774,7
1032048,19384,60
1032134,105,54
1032399,94,28
1032651,83,104
1032779,7000,77
1033445,44808,12
1033476,48163,79
1033517,58094,80
1033780,3580,118
1033824,21653,132
1034033,44217,12
1034588,79,38
1034633,52964,38
1034664,12653,78
1035615,1482,88
1035636,80,106
